"when","temperature","wind_speed","wind_dir","rel_humidity","pressure","solar_radiation","rainfall"
2015-01-02 05:20:00,-3.57,0.851,224.6,57.14,982,0,0
2015-01-02 05:30:00,-3.375,1.721,217.8,57.11,982,0,0
2015-01-02 05:40:00,-3.214,1.563,220.8,56.95,982,0,0
2015-01-02 05:50:00,-3.138,1.072,213.7,56.87,982,0,0
2015-01-02 06:00:00,-3.178,0.296,201,56.81,982,0,0
2015-01-02 06:10:00,-3.239,0.342,220.9,56.89,983,0,0
2015-01-02 06:20:00,-3.255,0.239,258.4,56.95,983,0,0
2015-01-02 06:30:00,-3.176,0.409,197.1,57.04,983,0,0
2015-01-02 06:40:00,-3.133,0.526,241,56.97,983,0,0
2015-01-02 06:50:00,-3.006,1.049,266.9,57.55,983,0,0
2015-01-02 07:00:00,-2.405,1.457,254.2,57.73,983,0,0
2015-01-02 07:10:00,-2.19,1.783,252.9,57.61,983,0,0
2015-01-02 07:20:00,-2.024,2.02,250.5,58.25,984,0.047,0
2015-01-02 07:30:00,-1.862,1.953,260.5,58.79,984,2.372,0
2015-01-02 07:40:00,-1.863,1.636,254.1,59.1,984,8.18,0
2015-01-02 07:50:00,-1.62,1.261,251.6,59.36,984,22.6,0
2015-01-02 08:00:00,-1.417,1.49,253.6,59.11,985,32.14,0
2015-01-02 08:10:00,-1.203,1.831,255.5,58.54,985,25.66,0
2015-01-02 08:20:00,-1.447,1.076,246,58.56,985,34.72,0
2015-01-02 08:30:00,-1.512,1.202,244.3,58.85,985,55.34,0
2015-01-02 08:40:00,-1.283,1.777,270.4,58.74,985,63.76,0
2015-01-02 08:50:00,-0.961,2.234,281.9,57.92,985,66.26,0
2015-01-02 09:00:00,-0.763,2.297,276.8,56.86,985,68.55,0
2015-01-02 09:10:00,-0.538,2.714,274.5,55.56,986,87.2,0
2015-01-02 09:20:00,-0.018,2.844,272.4,54.13,986,168.3,0
2015-01-02 09:30:00,0.687,2.516,286.2,52.11,986,149.3,0
2015-01-02 09:40:00,0.663,3.154,281,51.17,986,127.7,0
2015-01-02 09:50:00,0.622,2.619,285.8,50.69,986,161.2,0
2015-01-02 10:00:00,0.948,2.238,284.4,49.92,986,149.3,0
2015-01-02 10:10:00,0.898,3.615,279.9,48.91,986,154.7,0
2015-01-02 10:20:00,0.946,3.326,287.4,48.69,986,216.1,0
2015-01-02 10:30:00,1.217,3.628,280.4,48.09,986,204,0
2015-01-02 10:40:00,1.352,4.097,284.8,47.73,986,303.4,0
2015-01-02 10:50:00,1.844,4.198,283.4,47.1,986,409.3,0
2015-01-02 11:00:00,2.383,3.096,278.8,45.6,986,430.5,0
2015-01-02 11:10:00,2.466,3.431,284.7,44.22,986,305.6,0
2015-01-02 11:20:00,2.044,2.578,296.6,45.38,986,161.7,0
2015-01-02 11:30:00,1.558,3.198,294.8,47.93,986,217.1,0
2015-01-02 11:40:00,1.37,4.222,300.1,53.87,986,372.4,0
2015-01-02 11:50:00,1.573,2.832,289.4,57.55,986,278.7,0
2015-01-02 12:00:00,1.013,3.799,296.6,55.01,986,192.7,0
2015-01-02 12:10:00,1.063,4.129,287.4,53.34,986,187.5,0
2015-01-02 12:20:00,0.929,3.611,293.1,51.69,986,226.6,0
2015-01-02 12:30:00,1.304,4.264,295.8,49.73,986,263.4,0
2015-01-02 12:40:00,1.294,3.226,300.6,49.61,986,267.8,0
2015-01-02 12:50:00,1.997,3.642,306.8,48.27,986,337,0
2015-01-02 13:00:00,1.468,4.061,305.2,48.08,986,118.3,0
2015-01-02 13:10:00,0.796,4.41,292.9,49.02,986,188.1,0
2015-01-02 13:20:00,0.766,5.113,290.9,48.18,986,251,0
2015-01-02 13:30:00,1.078,4.707,294.2,46.7,987,342,0
2015-01-02 13:40:00,1.307,5.918,287,44.95,987,299.3,0
2015-01-02 13:50:00,1.402,4.815,287.6,44.41,987,283.5,0
2015-01-02 14:00:00,1.32,5.591,292,44.06,987,307.5,0
2015-01-02 14:10:00,1.434,5.463,294.7,42.53,987,277.1,0
2015-01-02 14:20:00,1.174,5.18,293.8,41.43,987,174,0
2015-01-02 14:30:00,0.924,4.917,296.9,43.48,987,262,0
2015-01-02 14:40:00,1.289,5.702,302.7,44.35,988,292,0
2015-01-02 14:50:00,1.314,3.58,296.2,43.82,988,227.6,0
2015-01-02 15:00:00,1.369,4.047,307.9,43.62,988,232.6,0
2015-01-02 15:10:00,1.031,4.459,300.7,43.72,988,163,0
2015-01-02 15:20:00,0.533,3.835,300.8,45.2,988,85.1,0
2015-01-02 15:30:00,-0.102,2.889,293.9,47.01,989,41.73,0
2015-01-02 15:40:00,-0.439,3.167,299.7,48.64,989,43.37,0
2015-01-02 15:50:00,-0.536,3.157,297.7,49.27,989,43.23,0
2015-01-02 16:00:00,-0.568,2.52,300.1,49.33,989,35.71,0
2015-01-02 16:10:00,-0.572,2.61,290.6,49.36,989,26.2,0
2015-01-02 16:20:00,-0.674,2.632,287.3,49.17,989,11,0
2015-01-02 16:30:00,-0.889,2.127,295,49.84,990,2.348,0
2015-01-02 16:40:00,-0.916,2.998,300.1,50.86,990,0.184,0
2015-01-02 16:50:00,-0.933,3.062,302.3,51.32,990,0,0
2015-01-02 17:00:00,-0.984,2.907,300.1,51.92,990,0,0
2015-01-02 17:10:00,-1.099,2.573,306.8,52.73,990,0,0
2015-01-02 17:20:00,-1.215,2.915,291.7,53.51,990,0,0
2015-01-02 17:30:00,-1.273,1.648,301.5,54,991,0,0
2015-01-02 17:40:00,-1.452,1.82,303.8,54.55,991,0,0
2015-01-02 17:50:00,-1.469,1.458,320.2,54.92,991,0,0
2015-01-02 18:00:00,-1.572,1.974,305.5,55.01,991,0,0
2015-01-02 18:10:00,-1.526,2.743,302.3,54.51,991,0,0
2015-01-02 18:20:00,-1.642,1.274,320.7,54.47,992,0,0
2015-01-02 18:30:00,-1.663,2.049,306.4,54.49,992,0,0
2015-01-02 18:40:00,-1.366,2.604,311.4,54.88,992,0,0
2015-01-02 18:50:00,-1.284,2.607,299.1,54.25,992,0,0
2015-01-02 19:00:00,-1.334,1.769,312.3,54.07,993,0,0
2015-01-02 19:10:00,-1.411,1.701,323.9,53.92,993,0,0
2015-01-02 19:20:00,-1.404,1.807,309.6,54.4,993,0,0
2015-01-02 19:30:00,-1.421,2.569,297.6,54.07,993,0,0
2015-01-02 19:40:00,-1.515,1.801,287.1,54.09,993,0,0
2015-01-02 19:50:00,-1.56,2.642,300.3,52.69,993,0,0
2015-01-02 20:00:00,-1.573,2.376,304.9,51.99,993,0,0
2015-01-02 20:10:00,-1.592,2.762,312.5,51.97,994,0,0
2015-01-02 20:20:00,-1.639,2.504,308,51.85,994,0,0
2015-01-02 20:30:00,-1.713,3.106,303.9,51.66,994,0,0
2015-01-02 20:40:00,-1.772,2.144,310.8,51.75,994,0,0
2015-01-02 20:50:00,-1.842,2.438,313.7,51.92,994,0,0
2015-01-02 21:00:00,-1.872,2.544,308.7,52.54,995,0,0
2015-01-02 21:10:00,-1.998,1.81,309.6,52.73,995,0,0
2015-01-02 21:20:00,-2.128,1.998,300.6,53.08,995,0,0
2015-01-02 21:30:00,-2.212,2.555,296.3,53.54,995,0,0
2015-01-02 21:40:00,-2.236,2.098,296,53.13,995,0,0
2015-01-02 21:50:00,-2.228,2.094,303.4,52.81,995,0,0
2015-01-02 22:00:00,-2.331,0.874,313.1,53.03,996,0,0
2015-01-02 22:10:00,-2.507,0.699,319.7,53.34,996,0,0
2015-01-02 22:20:00,-2.45,1.887,321.5,53.6,996,0,0
2015-01-02 22:30:00,-2.375,2.238,307.4,53.3,996,0,0
2015-01-02 22:40:00,-2.516,1.1,321.8,53.4,997,0,0
2015-01-02 22:50:00,-2.589,2.503,320,54.55,997,0,0
2015-01-02 23:00:00,-2.69,2.107,320.6,55.13,997,0,0
2015-01-02 23:10:00,-2.852,2.124,322.2,55.64,997,0,0
2015-01-02 23:20:00,-2.983,1.613,325.4,56.24,997,0,0
2015-01-02 23:30:00,-3.137,2.448,334.7,57.75,997,0,0
2015-01-02 23:40:00,-3.308,1.565,344.6,58.16,997,0,0
2015-01-02 23:50:00,-3.52,1.678,340.7,58.71,997,0,0
2015-01-03 00:00:00,-3.574,1.936,346.3,59.85,997,0,0
2015-01-03 00:10:00,-3.69,1.453,337.9,60.18,997,0,0
2015-01-03 00:20:00,-3.909,1.055,353,60.72,997,0,0
2015-01-03 00:30:00,-3.991,0.736,339.2,61.13,997,0,0
2015-01-03 00:40:00,-4.128,0.637,328.4,61.28,998,0,0
2015-01-03 00:50:00,-4.274,0.56,355.4,61.6,998,0,0
2015-01-03 01:00:00,-4.406,0.856,318.7,62.29,998,0,0
2015-01-03 01:10:00,-4.442,1.394,310.1,62.98,998,0,0
2015-01-03 01:20:00,-4.49,0.887,317.3,63.04,998,0,0
2015-01-03 01:30:00,-4.676,0.673,337.6,63.33,999,0,0
2015-01-03 01:40:00,-4.802,0.456,316.9,63.07,999,0,0
2015-01-03 01:50:00,-5.06,0.312,269.8,63.36,999,0,0
2015-01-03 02:00:00,-5.024,0.719,269.4,63.63,999,0,0
2015-01-03 02:10:00,-4.71,1.441,317.5,62.49,999,0,0
2015-01-03 02:20:00,-4.486,1.425,317.3,62.46,999,0,0
2015-01-03 02:30:00,-4.509,1.729,322.3,61.52,999,0,0
2015-01-03 02:40:00,-4.58,1.52,322.4,60.69,999,0,0
2015-01-03 02:50:00,-4.756,0.953,310.4,60.72,999,0,0
2015-01-03 03:00:00,-4.992,0.562,348.8,61.19,999,0,0
2015-01-03 03:10:00,-5.086,1.215,22.41,61.79,999,0,0
2015-01-03 03:20:00,-4.978,1.635,358.6,62.09,999,0,0
2015-01-03 03:30:00,-5.003,1.184,334.8,62.15,1000,0,0
2015-01-03 03:40:00,-5.184,1.032,335.2,62.7,999,0,0
2015-01-03 03:50:00,-5.398,1.145,347.6,63.32,999,0,0
2015-01-03 04:00:00,-5.492,1.333,8.36,64,999,0,0
2015-01-03 04:10:00,-5.486,0.932,347.3,64.3,1000,0,0
2015-01-03 04:20:00,-5.722,0.822,325.3,64.68,1000,0,0
2015-01-03 04:30:00,-5.909,0.754,336.1,65.62,1000,0,0
2015-01-03 04:40:00,-6.013,0.823,333.1,66.2,1000,0,0
2015-01-03 04:50:00,-6.086,0.928,337.3,66.68,1000,0,0
2015-01-03 05:00:00,-6.042,0.847,348.8,66.49,1000,0,0
2015-01-03 05:10:00,-6.091,1.087,37.84,66.31,1001,0,0
2015-01-03 05:20:00,-5.949,1.48,26.02,66.78,1000,0,0
2015-01-03 05:30:00,-5.786,1.908,34.28,66.68,1000,0,0
2015-01-03 05:40:00,-5.844,1.695,36.5,66.76,1001,0,0
2015-01-03 05:50:00,-5.968,1.343,12.92,66.8,1001,0,0
2015-01-03 06:00:00,-6.167,0.84,18.4,66.87,1001,0,0
2015-01-03 06:10:00,-6.307,0.934,10.81,67.1,1001,0,0
2015-01-03 06:20:00,-6.361,1.013,15.87,67.27,1001,0,0
2015-01-03 06:30:00,-6.356,1.069,353.8,67.18,1001,0,0
2015-01-03 06:40:00,-6.438,0.899,3.582,66.65,1001,0,0
2015-01-03 06:50:00,-6.5,0.464,22.77,65.77,1001,0,0
2015-01-03 07:00:00,-6.692,0.465,10.17,65.85,1002,0,0
2015-01-03 07:10:00,-6.829,0.527,307.4,65.91,1002,0,0
2015-01-03 07:20:00,-6.961,0.996,288.2,66.54,1002,0,0
2015-01-03 07:30:00,-6.984,0.79,324.2,66.92,1002,1.759,0
2015-01-03 07:40:00,-6.914,0.436,328.3,66.67,1002,9.64,0
2015-01-03 07:50:00,-6.984,0.062,289,66.38,1002,21.66,0
2015-01-03 08:00:00,-6.946,0.479,305.5,66.3,1002,35.73,0
2015-01-03 08:10:00,-6.767,0.461,308.4,66.26,1003,49.81,0
2015-01-03 08:20:00,-6.43,0.433,49.34,65.74,1003,60.62,0
2015-01-03 08:30:00,-6.24,0.436,133.1,64.79,1002,74.78,0
2015-01-03 08:40:00,-6.111,0.307,263.4,65.24,1003,88.3,0
2015-01-03 08:50:00,-5.926,0.407,264.6,65.37,1003,99.4,0
2015-01-03 09:00:00,-5.712,0.049,261.3,64.62,1003,111.6,0
2015-01-03 09:10:00,-5.349,0.04,18.82,64.07,1003,134.2,0
2015-01-03 09:20:00,-4.841,0.376,259.9,63.54,1003,156.4,0
2015-01-03 09:30:00,-4.352,0.573,198.3,62.87,1003,149.4,0
2015-01-03 09:40:00,-4.384,0.905,143.9,63.99,1003,137.1,0
2015-01-03 09:50:00,-4.464,1.842,130,62.97,1003,112.4,0
2015-01-03 10:00:00,-4.687,1.638,141.4,61.5,1003,90.2,0
2015-01-03 10:10:00,-4.798,2.196,150.5,61.47,1003,83.6,0
2015-01-03 10:20:00,-4.883,1.372,167.9,61.96,1003,90.1,0
2015-01-03 10:30:00,-4.807,1.088,155.3,62.25,1003,121,0
2015-01-03 10:40:00,-4.545,0.618,154.4,61.4,1003,127.5,0
2015-01-03 10:50:00,-4.242,0.96,165.1,60.41,1003,187.8,0
2015-01-03 11:00:00,-3.855,2.232,155.1,59.62,1003,268.5,0
2015-01-03 11:10:00,-3.782,1.959,138.9,57.26,1002,153.7,0
2015-01-03 11:20:00,-3.901,1.922,149.5,55.98,1002,143.7,0
2015-01-03 11:30:00,-3.828,1.916,152.8,55.77,1002,157,0
2015-01-03 11:40:00,-3.752,1.685,136.5,55.19,1002,158.9,0
2015-01-03 11:50:00,-3.583,1.289,136.8,55.38,1002,154.9,0
2015-01-03 12:00:00,-3.555,2.117,147.9,54.38,1002,153.7,0
2015-01-03 12:10:00,-3.582,2.118,156.1,54.62,1002,112.3,0
2015-01-03 12:20:00,-3.645,1.533,145.2,54.78,1002,109.9,0
2015-01-03 12:30:00,-3.529,1.151,145.1,55.03,1002,121.9,0
2015-01-03 12:40:00,-3.408,1.543,140.1,55.09,1002,105.8,0
2015-01-03 12:50:00,-3.41,1.533,151.5,54.66,1001,92.8,0
2015-01-03 13:00:00,-3.416,1.689,159.9,54.92,1001,87.8,0
2015-01-03 13:10:00,-3.359,1.406,137.9,55.06,1001,86.4,0
2015-01-03 13:20:00,-3.309,1.896,149.5,54.6,1001,83,0
2015-01-03 13:30:00,-3.323,2.347,150.4,54.03,1001,80.1,0
2015-01-03 13:40:00,-3.343,1.576,156,54.69,1001,69.26,0
2015-01-03 13:50:00,-3.294,1.512,154.2,54.75,1001,60.7,0
2015-01-03 14:00:00,-3.233,1.741,150.8,54.4,1001,61.59,0
2015-01-03 14:10:00,-3.198,1.369,145.8,54.62,1001,48.76,0
2015-01-03 14:20:00,-3.188,0.998,140.6,54.77,1001,33.63,0
2015-01-03 14:30:00,-3.161,0.601,127.5,54.53,1001,27.01,0
2015-01-03 14:40:00,-3.114,0.471,110.2,54.28,1001,24.26,0
2015-01-03 14:50:00,-3.08,0.74,120.5,54.41,1001,21.67,0
2015-01-03 15:00:00,-3.037,1.37,132.5,55.01,1001,16.94,0
